system:index,impervious,landcover,percent_tree_cover,percent_tree_error,.geo
99,0,43,84,10,
100,0,41,85,11,
101,36,22,41,17,
102,0,41,84,11,
103,81,24,1,4,
104,0,71,22,19,
105,0,41,79,12,
106,27,22,64,17,
107,60,23,31,19,
108,0,43,87,7,
109,0,41,88,9,
110,0,43,87,8,
111,0,90,84,10,
112,0,41,87,10,
113,49,22,21,15,
114,0,43,84,9,
115,0,90,57,22,
116,0,90,69,19,
117,0,11,30,16,
118,0,41,89,5,
119,0,43,80,12,
120,0,41,81,12,
121,0,41,91,6,
122,0,95,17,22,
123,0,41,87,8,
124,0,41,87,5,
125,0,41,90,6,
126,7,22,23,16,
127,0,41,86,9,
128,0,41,90,5,
129,0,90,77,16,
130,0,31,14,15,
131,7,21,89,9,
132,0,41,84,10,
133,0,41,88,6,
134,0,42,88,6,
135,0,81,7,10,
136,0,43,88,7,
137,0,42,87,9,
138,0,41,67,17,
139,0,81,23,19,
140,3,21,88,7,
141,0,42,78,11,
142,0,43,88,7,
143,13,21,57,18,
144,59,23,32,12,
145,0,90,66,20,
146,0,41,86,11,
147,0,41,91,4,
148,0,41,89,8,
149,9,21,45,21,
150,0,41,76,17,
151,82,23,16,9,
152,0,41,82,16,
153,0,90,86,7,
154,0,52,13,15,
155,0,42,80,14,
156,0,11,0,0,
157,0,42,78,13,
158,0,90,64,20,
159,0,43,77,11,
160,0,43,77,14,
161,0,42,87,9,
162,0,42,84,9,
163,0,41,78,12,
164,0,90,87,7,
165,0,31,5,14,
166,0,43,75,17,
167,0,41,83,12,
168,0,71,15,15,
169,0,41,83,12,
170,0,90,72,19,
171,0,41,90,7,
172,0,41,22,22,
173,0,11,0,0,
174,0,42,62,18,
175,0,41,25,20,
176,0,42,79,10,
177,0,41,90,6,
178,0,42,79,15,
179,0,41,88,10,
180,0,41,66,19,
181,2,21,39,16,
182,0,41,65,13,
183,0,41,58,20,
184,0,41,56,19,
185,0,90,52,23,
186,0,11,27,22,
187,0,41,79,13,
188,0,31,5,6,
189,0,41,80,12,
190,0,11,0,6,
191,0,11,0,0,
192,0,90,54,25,
193,0,41,91,5,
194,0,42,86,6,
195,0,31,17,13,
196,87,24,1,3,
197,0,81,24,15,
198,7,21,18,13,
199,0,42,85,6,
200,0,42,87,8,
201,77,23,11,11,
202,37,22,79,13,
203,0,82,7,8,
204,36,22,35,17,
205,0,95,14,22,
206,0,41,91,7,
207,72,23,24,12,
208,0,41,81,11,
209,0,11,0,7,
210,0,43,87,8,
211,0,41,85,10,
212,0,11,0,0,
213,0,43,86,6,
214,0,42,89,5,
215,11,21,11,12,
216,1,21,90,6,
217,0,82,48,24,
218,0,90,80,10,
219,0,95,10,17,
220,0,11,0,1,
221,0,43,77,13,
222,0,42,86,7,
223,0,90,88,7,
224,0,43,77,12,
225,0,81,6,7,
226,0,42,80,10,
227,0,43,86,9,
228,14,21,48,26,
229,0,42,87,7,
230,0,42,54,21,
231,0,41,85,11,
232,61,23,21,13,
233,0,81,22,21,
234,0,43,89,6,
235,0,81,7,9,
236,76,23,14,8,
237,0,41,79,15,
238,79,23,6,8,
240,0,11,0,0,
241,0,41,86,8,
242,19,21,7,10,
243,0,42,83,9,
244,0,11,21,21,
245,0,43,45,23,
246,0,90,78,20,
247,0,42,76,17,
248,70,23,5,10,
249,0,41,50,17,
250,0,52,68,15,
251,47,22,22,11,
252,0,90,65,20,
253,0,90,86,7,
254,0,71,29,22,
255,0,42,86,13,
256,0,52,69,18,
257,0,41,89,8,
258,13,21,72,14,
259,0,42,85,8,
260,0,42,86,9,
261,0,41,90,6,
262,0,90,84,11,
263,0,41,83,12,
264,0,41,86,13,
265,0,43,87,6,
266,0,42,85,6,
267,70,23,1,4,
268,0,90,86,11,
269,0,82,31,23,
270,0,42,83,10,
271,0,41,82,11,
272,0,90,88,9,
273,0,41,88,8,
274,0,90,32,21,
275,6,21,8,10,
276,39,23,6,7,
277,43,22,39,18,
278,0,43,86,6,
279,17,21,35,14,
280,0,42,88,5,
281,0,42,61,14,
282,0,42,87,7,
283,0,43,86,8,
284,37,22,45,14,
285,0,41,85,10,
286,49,23,21,13,
287,0,90,19,19,
288,0,41,45,21,
289,2,21,61,20,
290,0,11,0,0,
291,0,43,84,9,
292,55,23,36,18,
293,51,23,23,13,
294,50,23,22,13,
295,0,43,87,7,
296,0,41,90,5,
297,0,41,86,6,
298,0,41,89,6,
299,0,11,0,8,
300,0,41,90,6,
301,0,41,87,10,
302,0,90,88,8,
303,0,11,0,1,
304,0,71,33,24,
305,0,42,86,9,
306,0,41,63,20,
307,0,41,86,8,
308,0,11,38,24,
309,0,41,88,7,
310,0,42,86,9,
311,0,41,91,6,
312,0,90,81,12,
313,3,21,76,12,
314,42,22,21,13,
315,0,41,82,11,
316,43,22,16,12,
317,0,90,88,9,
318,0,42,82,10,
319,0,41,47,16,
320,0,41,81,11,
321,0,42,78,14,
322,0,41,83,11,
323,36,22,38,24,
324,0,41,88,6,
325,0,43,46,20,
326,27,21,80,10,
327,0,42,28,14,
328,22,22,53,20,
329,0,52,58,23,
330,20,22,51,19,
331,0,41,81,14,
332,0,42,26,20,
333,0,90,47,20,
334,0,43,85,8,
335,93,24,1,6,
336,0,42,67,23,
337,0,43,86,8,
338,0,41,48,20,
339,0,90,89,5,
340,0,41,91,6,
341,0,43,83,11,
342,100,24,1,4,
343,0,90,87,6,
344,0,42,88,8,
345,85,23,18,8,
346,0,41,82,11,
347,0,41,88,9,
348,72,23,22,14,
349,0,90,86,7,
350,0,42,87,5,
351,0,43,87,8,
352,3,21,73,13,
354,0,42,63,26,
355,0,81,36,16,
356,0,90,85,7,
357,0,43,86,8,
358,0,90,87,12,
359,0,41,84,9,
360,0,11,0,5,
361,0,90,84,10,
362,0,41,89,9,
363,0,71,26,19,
364,0,41,90,5,
365,0,43,89,6,
366,56,23,36,17,
367,0,42,59,14,
368,0,41,51,19,
369,0,41,60,17,
370,75,23,5,5,
371,0,41,88,5,
372,74,23,20,18,
373,0,43,81,13,
374,31,21,19,19,
375,3,21,84,9,
376,0,81,7,10,
377,0,42,85,6,
378,0,42,89,6,
379,28,22,78,14,
380,0,90,89,8,
381,0,41,79,12,
382,0,41,89,8,
383,6,21,84,11,
384,63,23,18,8,
385,0,11,0,0,
386,51,21,35,13,
387,0,41,88,5,
388,14,22,39,16,
389,0,81,30,20,
390,0,11,19,22,
391,44,22,29,19,
392,0,41,89,8,
393,0,42,78,13,
394,0,43,75,11,
395,0,42,88,6,
396,95,24,1,3,
397,0,42,64,18,
398,57,23,9,9,
399,0,31,5,6,
400,75,23,19,10,
401,0,90,32,16,
402,0,41,87,8,
403,0,90,81,10,
404,0,90,79,11,
405,0,81,9,12,
406,0,11,25,23,
407,0,90,87,7,
408,0,81,67,23,
409,3,21,42,27,
410,0,41,86,13,
411,0,41,66,19,
412,0,81,7,12,
413,0,41,81,10,
414,26,22,45,20,
415,0,43,75,17,
416,0,90,88,7,
417,0,41,92,7,
418,0,90,85,12,
419,48,22,22,14,
420,0,81,27,15,
421,53,23,36,16,
422,0,11,54,23,
423,0,90,91,5,
424,0,90,83,11,
425,69,23,19,14,
426,0,52,7,5,
427,0,41,88,6,
428,0,42,88,6,
429,18,21,40,15,
430,0,43,81,14,
431,0,11,0,6,
432,0,41,85,13,
433,0,41,91,5,
434,0,41,87,5,
435,3,21,68,19,
436,0,90,87,8,
437,0,41,78,12,
438,13,21,80,12,
439,0,42,89,6,
440,0,90,51,20,
441,0,11,0,2,
442,26,23,23,14,
443,0,71,7,9,
444,0,42,85,7,
445,0,11,1,9,
446,46,22,11,13,
447,0,95,56,29,
448,0,41,91,5,
449,0,41,92,5,
450,87,24,9,10,
451,0,41,81,10,
452,0,41,73,14,
453,0,90,63,21,
454,0,41,88,6,
455,0,90,86,7,
456,0,42,85,8,
457,62,23,29,15,
458,0,11,46,20,
459,0,11,0,0,
460,70,22,8,9,
461,0,11,0,3,
462,0,43,89,9,
463,0,11,0,0,
464,0,11,0,7,
465,0,82,25,17,
466,75,22,21,16,
467,0,90,40,25,
468,0,90,86,7,
469,0,90,91,6,
470,0,42,87,6,
471,0,41,80,12,
472,0,41,67,20,
473,0,42,69,21,
474,0,11,13,17,
475,44,22,64,22,
476,59,23,27,15,
477,53,23,56,18,
478,0,43,84,11,
479,0,41,81,15,
480,0,42,62,18,
481,0,90,85,13,
482,0,11,9,18,
483,0,41,90,7,
484,0,81,35,19,
485,20,22,20,16,
486,0,41,89,6,
487,0,42,72,17,
488,0,43,85,10,
489,0,43,71,15,
490,0,11,0,0,
491,0,41,91,4,
492,0,11,0,0,
493,0,90,61,19,
494,0,81,15,18,
495,0,43,89,6,
496,0,42,79,11,
497,0,41,61,16,
498,0,90,47,22,
499,0,41,70,20,
500,0,41,72,19,
501,0,41,83,11,
502,38,22,9,10,
503,0,41,90,7,
504,0,11,0,0,
505,0,11,74,18,
506,0,71,78,16,
507,56,21,34,20,
508,0,41,62,16,
509,0,41,91,6,
510,0,42,89,7,
511,0,11,0,0,
512,0,71,82,12,
513,87,24,1,4,
514,0,41,88,6,
515,0,95,7,16,
516,0,41,83,11,
517,0,81,47,26,
518,48,22,43,18,
519,77,23,17,13,
520,0,90,63,14,
521,0,90,84,16,
522,0,95,0,2,
523,0,41,91,5,
524,0,11,0,1,
525,0,90,84,12,
526,0,42,82,10,
527,0,43,89,5,
528,0,90,68,21,
529,0,81,30,21,
530,21,22,78,13,
531,3,21,15,14,
532,0,42,88,5,
533,0,41,67,18,
534,0,90,87,9,
535,48,22,20,14,
536,0,41,76,19,
537,0,42,73,13,
538,0,41,82,18,
539,0,41,79,13,
540,0,41,24,18,
541,0,41,89,11,
542,46,22,38,17,
543,0,41,90,5,
544,42,22,27,16,
545,0,41,89,6,
546,56,23,26,15,
547,0,81,36,22,
548,0,43,76,12,
549,0,41,88,5,
550,79,23,5,8,
551,0,11,0,0,
552,0,43,86,10,
553,0,42,89,6,
554,0,41,80,13,
555,30,22,48,20,
557,1,21,23,15,
558,0,42,85,6,
559,0,42,83,12,
560,0,43,88,6,
561,85,24,1,3,
562,0,90,66,16,
563,0,52,61,23,
564,79,23,1,4,
565,38,22,30,18,
566,0,41,91,6,
567,0,43,37,14,
568,23,22,59,18,
569,48,22,41,13,
570,0,43,87,8,
571,0,11,0,0,
572,0,42,86,8,
573,0,41,42,22,
574,0,90,80,12,
575,3,21,68,16,
576,0,71,12,14,
577,0,41,71,21,
578,16,21,29,19,
579,0,90,60,22,
580,7,21,70,18,
581,0,42,87,6,
582,0,90,79,11,
583,0,41,87,8,
584,0,11,10,15,
585,0,41,83,14,
586,0,41,87,9,
587,0,11,6,15,
588,82,23,51,18,
589,0,41,73,15,
590,15,21,79,11,
591,0,42,54,17,
592,0,52,39,23,
593,0,41,87,5,
594,0,41,89,9,
595,0,43,86,6,
596,0,43,45,15,
597,0,41,89,6,
598,0,71,14,18,
599,0,42,76,15,
600,0,41,89,7,
601,0,42,86,7,
602,0,81,81,12,
603,0,41,79,15,
604,0,11,0,2,
605,65,23,19,14,
606,0,42,85,12,
607,0,42,84,11,
608,0,52,78,12,
609,0,82,11,13,
610,62,23,7,7,
611,0,11,56,19,
612,0,41,88,7,
613,65,23,5,7,
614,0,41,90,7,
615,0,41,77,11,
616,0,42,75,17,
617,0,90,80,11,
618,72,23,11,10,
619,0,41,75,14,
620,10,21,58,16,
621,0,42,86,6,
622,0,90,81,10,
623,25,22,75,16,
624,40,22,21,12,
625,0,90,71,18,
626,0,11,17,20,
627,13,21,20,19,
628,0,43,63,17,
629,0,43,87,8,
630,93,24,6,7,
631,0,11,0,6,
632,0,11,4,15,
633,0,90,88,8,
634,0,41,62,22,
635,0,41,65,17,
636,0,42,24,22,
638,50,23,25,13,
639,0,43,85,8,
640,0,41,39,19,
641,15,21,72,14,
642,0,41,80,11,
643,0,41,82,11,
644,0,41,79,11,
645,0,41,84,10,
646,0,43,68,21,
647,0,41,75,17,
648,11,21,58,21,
649,0,90,29,16,
650,0,11,0,0,
651,0,90,71,19,
652,0,41,41,23,
653,0,42,84,8,
654,0,41,91,5,
655,0,90,73,13,
656,0,42,69,18,
657,0,11,0,0,
658,0,82,14,11,
659,0,41,81,12,
660,0,41,66,22,
661,61,23,24,14,
662,0,90,87,8,
663,0,52,72,18,
664,0,41,73,13,
665,0,41,86,10,
666,0,90,24,21,
667,0,43,91,5,
668,0,90,89,8,
669,0,43,89,6,
670,60,23,36,18,
671,0,11,0,0,
672,0,41,81,12,
673,0,41,88,7,
674,0,41,75,23,
675,0,41,85,10,
676,50,23,41,14,
677,0,41,90,6,
678,0,42,87,5,
679,0,11,12,18,
680,0,81,63,21,
681,0,42,77,15,
682,0,41,89,9,
683,0,43,72,15,
684,0,90,83,12,
685,0,41,90,8,
686,0,41,82,11,
687,0,41,86,8,
688,0,41,87,7,
689,0,43,83,8,
690,0,42,89,7,
691,0,42,81,11,
692,0,41,67,18,
693,0,43,86,8,
694,0,90,84,9,
695,0,90,89,5,
696,0,90,86,11,
697,0,42,48,15,
698,0,43,87,6,
699,0,43,86,9,
700,0,43,43,22,
701,21,22,32,18,
702,0,42,66,18,
703,0,81,7,8,
704,0,41,89,6,
705,55,23,3,5,
706,0,43,86,8,
707,74,23,16,11,
708,0,42,87,6,
709,0,41,78,12,
710,0,43,88,6,
711,0,41,87,8,
712,9,21,82,11,
713,0,90,87,10,
714,58,23,25,14,
715,0,95,5,15,
716,69,23,9,9,
717,0,43,86,10,
718,0,95,21,16,
719,0,41,80,13,
720,0,41,87,11,
721,43,22,39,16,
722,7,21,70,16,
723,0,42,89,6,
724,0,81,42,27,
725,0,11,0,1,
726,0,42,87,7,
727,0,41,86,12,
728,0,41,61,22,
729,0,42,69,18,
730,0,41,72,13,
731,0,43,88,6,
732,71,23,0,2,
733,37,22,28,17,
734,58,23,43,16,
735,93,24,10,10,
736,17,21,17,15,
737,0,95,28,25,
738,0,42,38,22,
739,0,43,86,7,
740,0,11,0,0,
741,0,95,9,11,
742,0,90,66,19,
743,0,90,88,7,
744,0,41,75,11,
745,0,42,86,8,
746,0,52,71,21,
747,62,24,14,11,
748,0,90,90,6,
749,0,90,89,7,
751,0,41,78,11,
752,0,43,88,6,
753,0,41,66,19,
754,0,90,87,8,
755,41,23,42,13,
756,0,42,88,6,
757,0,81,17,16,
758,0,41,85,7,
759,0,42,87,8,
760,0,90,91,5,
761,0,41,84,9,
762,0,41,81,14,
763,0,11,0,2,
764,0,41,83,11,
765,0,42,88,6,
766,17,21,70,18,
767,0,41,85,11,
768,0,90,59,18,
769,0,90,68,20,
770,0,81,2,5,
771,46,22,17,14,
772,1,21,85,7,
773,0,42,86,6,
774,0,43,86,6,
775,0,42,87,8,
776,0,43,88,8,
777,0,42,89,5,
778,0,11,0,2,
779,0,41,70,18,
780,0,41,77,16,
781,0,41,86,10,
782,0,90,77,11,
783,0,81,15,14,
784,0,90,90,6,
785,0,43,85,6,
786,0,41,84,14,
787,0,95,24,21,
788,0,41,82,12,
789,0,41,87,8,
790,0,41,34,18,
791,0,43,89,7,
792,0,42,85,8,
793,0,90,82,12,
794,27,22,22,19,
795,0,11,0,0,
796,0,31,51,19,
797,1,21,83,9,
798,0,42,88,5,
799,0,41,88,5,
800,0,42,86,10,
801,0,41,85,10,
802,36,22,63,19,
803,0,81,52,20,
804,0,52,28,19,
805,0,90,85,11,
806,6,21,49,17,
807,20,23,25,16,
808,0,42,88,6,
809,0,52,14,19,
810,0,41,91,6,
811,0,11,0,0,
812,0,41,89,7,
813,0,42,88,6,
814,3,21,72,16,
815,0,43,85,7,
816,0,42,81,9,
817,0,90,76,11,
818,0,71,16,16,
819,1,21,52,22,
820,96,24,5,11,
821,0,41,92,5,
822,0,43,89,6,
823,4,21,39,20,
824,0,42,86,6,
825,0,11,0,0,
826,94,24,1,6,
827,0,95,53,22,
828,46,22,37,14,
829,57,23,22,13,
830,47,22,50,17,
831,0,42,86,8,
832,0,42,87,8,
833,0,43,88,5,
834,0,90,89,5,
835,0,42,85,9,
836,0,42,76,15,
837,40,22,23,21,
838,0,42,86,9,
839,0,41,75,22,
840,0,41,89,7,
841,0,71,8,11,
842,19,22,30,21,
843,0,43,88,7,
844,39,22,33,24,
845,0,43,85,9,
846,0,82,6,9,
847,0,41,24,18,
848,0,42,80,11,
849,15,21,60,17,
850,0,41,88,8,
851,0,41,84,11,
852,11,21,22,19,
853,35,22,37,14,
854,0,43,91,5,
855,0,52,80,13,
856,0,41,90,5,
857,0,11,44,23,
858,0,41,89,6,
859,0,41,66,18,
860,0,41,85,8,
861,0,11,0,0,
862,0,41,74,13,
863,0,41,89,6,
864,0,41,10,16,
865,0,41,82,12,
866,63,23,24,16,
867,0,42,69,15,
868,3,21,72,13,
869,24,22,71,17,
870,0,43,9,11,
871,0,90,77,18,
872,79,23,8,7,
873,0,41,88,8,
874,0,42,71,17,
875,42,22,8,12,
876,8,21,80,12,
877,0,81,44,18,
878,0,41,89,9,
879,71,22,21,15,
880,0,41,68,16,
881,0,52,84,11,
882,34,22,38,15,
883,14,21,24,14,
884,17,21,24,16,
885,0,42,58,14,
886,0,41,90,6,
887,0,41,48,20,
888,0,41,85,7,
889,43,22,7,11,
890,0,41,79,11,
891,0,41,71,19,
892,60,23,19,15,
893,0,42,58,18,
894,0,81,49,25,
895,0,41,90,5,
896,95,24,26,21,
897,0,90,47,21,
898,0,42,89,6,
899,0,43,85,9,
900,0,71,10,17,
901,56,23,22,18,
902,58,23,24,19,
903,0,41,85,11,
904,0,52,31,21,
905,4,21,8,9,
906,0,43,89,7,
907,83,24,18,18,
908,6,21,73,16,
909,0,90,53,19,
910,0,43,89,6,
911,0,81,12,13,
912,0,43,87,6,
913,0,41,91,6,
914,0,81,79,13,
915,0,41,72,15,
916,0,95,13,18,
917,0,95,4,11,
918,0,82,28,14,
919,0,41,78,13,
920,0,11,0,1,
921,0,95,56,20,
922,0,43,24,12,
923,57,23,17,13,
924,0,95,67,17,
925,0,41,90,6,
926,84,24,18,13,
927,3,21,82,10,
928,18,21,63,19,
929,0,43,34,20,
930,0,41,89,5,
931,0,41,41,24,
932,0,11,0,1,
933,0,42,88,7,
934,72,23,44,21,
935,0,11,0,0,
936,0,41,79,12,
937,0,90,87,5,
938,0,42,86,7,
939,0,41,91,9,
940,0,90,89,7,
941,40,22,69,14,
942,0,42,83,9,
943,0,90,30,24,
944,0,41,71,20,
945,46,23,71,15,
946,0,11,0,4,
947,0,11,0,0,
948,60,23,10,10,
949,75,23,21,13,
950,0,81,66,16,
951,0,42,86,5,
952,0,42,79,13,
953,0,90,79,11,
954,0,41,86,7,
955,0,90,90,6,
956,0,11,4,13,
957,0,43,50,20,
958,0,41,91,5,
959,0,43,84,10,
960,1,41,68,17,
961,0,41,59,22,
962,0,43,86,7,
963,3,21,72,13,
964,7,21,70,17,
965,0,90,56,24,
966,0,90,90,8,
967,0,81,19,15,
968,0,43,87,6,
969,0,90,20,22,
970,0,41,74,11,
971,2,21,80,12,
972,33,22,77,11,
973,0,31,5,14,
974,0,90,89,6,
975,0,41,89,6,
976,0,43,89,5,
977,0,31,7,16,
978,0,41,83,12,
979,0,41,91,5,
980,0,90,76,21,
981,0,81,18,15,
982,0,41,90,6,
983,0,41,90,7,
984,0,81,12,12,
985,0,41,89,7,
986,0,90,73,13,
987,100,24,1,3,
988,23,22,53,24,
989,33,22,49,18,
990,45,22,32,16,
991,19,21,27,18,
992,0,90,89,7,
993,0,43,79,11,
994,0,41,82,12,
995,0,81,25,21,
996,58,23,21,13,
997,0,90,85,9,
998,0,41,86,9,
999,0,42,87,7,
1000,0,41,76,12,
1001,0,41,65,21,
1002,56,23,21,17,
1003,0,42,88,6,
1004,0,41,69,17,
1005,60,23,25,12,
1006,0,11,3,11,
1007,0,11,0,0,
1008,0,90,60,20,
1009,0,41,77,16,
1010,0,41,83,10,
1011,0,41,88,8,
1012,15,21,57,18,
1013,0,42,83,8,
1014,0,41,90,7,
1015,26,22,52,14,
1016,0,42,87,5,
1017,0,90,47,17,
1018,6,21,81,12,
1019,24,22,72,12,
1020,0,11,14,17,
1021,58,23,31,27,
1022,0,43,84,9,
1023,0,42,70,18,
1024,0,42,57,20,
1025,0,95,14,18,
1026,0,41,88,9,
1027,0,90,90,10,
1028,0,52,20,19,
1029,0,90,86,9,
1030,0,42,68,15,
1031,0,11,0,0,
1032,0,52,61,25,
1034,0,42,89,5,
1035,0,43,59,24,
1036,0,41,74,17,
1037,0,41,90,6,
1038,0,41,87,7,
1039,24,22,57,21,
1040,0,81,68,17,
1041,0,43,77,16,
1042,0,41,80,11,
1043,0,43,85,10,
1044,0,42,75,11,
1045,0,43,85,9,
1046,0,43,82,11,
1047,0,41,51,14,
1048,2,21,89,5,
1049,0,90,73,15,
1050,0,41,83,8,
1051,0,81,42,17,
1052,0,90,88,7,
1053,0,82,29,24,
1054,0,43,86,8,
1055,0,42,88,6,
1056,0,81,70,17,
1057,0,41,30,18,
1058,45,22,33,16,
1059,0,81,81,13,
1060,0,11,0,0,
1061,2,21,84,11,
1062,0,42,87,6,
1063,54,23,13,13,
1064,49,22,24,17,
1065,0,41,87,7,
1066,0,41,87,7,
1067,0,95,80,12,
1068,0,11,0,0,
1069,32,22,51,18,
1070,0,81,24,11,
1071,0,42,62,17,
1072,0,11,0,1,
1073,0,42,76,13,
1074,0,90,88,7,
1075,63,23,56,16,
1076,0,42,78,17,
1077,13,22,57,18,
1078,0,11,0,1,
1079,0,43,84,11,
1080,2,21,70,17,
1081,8,21,69,16,
1082,0,52,30,23,
1083,0,42,26,17,
1084,32,22,57,20,
1085,49,22,33,16,
1086,0,43,86,7,
1087,0,43,18,19,
1088,0,90,70,16,
1089,0,42,85,8,
1090,18,21,49,19,
1091,0,41,87,8,
1092,0,42,89,7,
1093,0,41,51,24,
1094,0,41,86,6,
1095,0,43,75,12,
1096,0,42,80,9,
1097,0,43,85,8,
1098,0,41,66,18,
1099,0,41,88,8,
1100,0,43,73,12,
1101,0,42,85,7,
1102,0,43,89,5,
1103,0,81,54,25,
1104,27,22,45,12,
1105,92,24,1,3,
1106,69,23,11,14,
1107,0,43,34,18,
1108,0,43,85,9,
1109,0,71,57,23,
1110,91,24,8,7,
1111,46,22,33,19,
1112,0,41,81,11,
1113,19,21,54,17,
1114,0,11,28,22,
1115,55,23,7,8,
1116,0,90,68,19,
1117,0,11,0,0,
1118,17,21,9,14,
1119,0,95,58,23,
1120,0,31,13,13,
1121,52,23,68,17,
1122,0,41,74,12,
1123,48,23,24,16,
1124,0,41,88,6,
1125,0,41,82,9,
1126,0,41,90,6,
1127,0,42,79,10,
1128,0,41,87,7,
1129,0,41,85,9,
1130,0,81,20,16,
1131,46,22,39,17,
1132,0,41,77,13,
1133,32,22,56,16,
1134,0,42,87,7,
1135,0,43,13,12,
1136,21,22,27,15,
1137,48,22,10,11,
1138,0,11,0,1,
1139,0,42,87,6,
1140,0,41,86,8,
1141,0,43,82,11,
1142,0,43,68,19,
1143,0,41,90,6,
1144,55,23,22,13,
1146,0,90,48,19,
1147,0,41,82,10,
1148,84,24,1,4,
1149,0,42,90,5,
1150,0,41,86,7,
1151,0,52,48,20,
1152,0,52,79,14,
1153,0,43,69,16,
1154,0,81,66,19,
1155,67,23,11,10,
1156,0,52,20,20,
1157,0,41,90,6,
1158,0,41,91,7,
1159,0,43,86,8,
1160,0,41,85,10,
1161,0,90,56,23,
1162,0,90,84,10,
1163,0,43,88,6,
1164,0,41,82,11,
1165,0,41,52,15,
1166,6,21,74,11,
1167,0,42,88,7,
1168,15,21,54,21,
1169,0,43,86,8,
1170,0,43,87,6,
1171,0,41,86,8,
1172,0,43,72,18,
1173,58,22,44,18,
1174,0,42,80,17,
1175,0,43,87,8,
1176,0,90,51,20,
1177,0,11,0,0,
1178,0,95,50,20,
1179,74,23,23,13,
1180,0,41,86,9,
1181,6,21,79,11,
1182,5,21,90,6,
1183,0,11,0,1,
1184,0,52,73,13,
1185,0,43,86,8,
1186,0,82,42,22,
1187,0,42,87,8,
1188,68,23,34,17,
1189,3,21,80,12,
1190,9,21,36,17,
1191,0,41,89,6,
1192,0,42,87,6,
1193,8,21,58,17,
1194,0,41,72,10,
1195,0,71,8,11,
1196,0,90,89,7,
1197,74,23,4,7,
1198,0,42,87,5,
1199,0,43,90,7,
1200,0,43,90,4,
1201,0,41,81,10,
1202,0,41,90,5,
1203,37,22,36,16,
1204,0,43,79,13,
1205,0,90,89,7,
1206,89,24,1,3,
1207,0,90,66,20,
1208,0,11,0,0,
1209,22,22,49,21,
1210,0,90,69,17,
1211,0,95,17,16,
1212,0,41,86,7,
1213,19,21,45,20,
1214,0,41,85,8,
1215,0,42,46,21,
1216,0,90,58,20,
1217,46,22,73,12,
1218,0,41,89,11,
1219,0,11,9,18,
1220,0,90,74,11,
1221,0,43,89,7,
1222,0,41,48,20,
1223,100,24,2,6,
1224,0,11,0,0,
1225,0,41,76,12,
1226,21,22,39,15,
1227,58,24,37,17,
1228,49,22,9,11,
1229,0,41,77,12,
1230,0,90,86,11,
1231,0,31,12,15,
1232,0,43,83,12,
1233,0,41,87,6,
1234,0,42,89,6,
1235,0,41,45,21,
1236,0,11,0,5,
1237,0,43,65,15,
1238,0,41,85,8,
1239,0,41,79,12,
1240,0,82,22,25,
1241,75,23,21,16,
1242,0,90,88,6,
1243,38,22,9,16,
1244,0,90,89,8,
1245,0,11,0,0,
1246,0,41,87,9,
1247,14,21,17,19,
1248,0,11,0,0,
1249,0,81,24,17,
1250,0,43,87,6,
